,corporate_number,name,subsidy_title,amount,date_of_approval
14302,7370402001602,有限会社かわつらグリーンサービス,水田活用直接支払交付金,20245100,2021-12-15
14303,7370402001602,有限会社かわつらグリーンサービス,畑作物の直接支払交付金,1813601,2021-12-15
14304,7370402001602,有限会社かわつらグリーンサービス,畑作物の直接支払交付金,7768000,2021-10-20
14305,7370402001602,有限会社かわつらグリーンサービス,畑作物の直接支払交付金,2623850,2020-03-25
14298,7370402001602,有限会社かわつらグリーンサービス,畑作物の直接支払交付金,7616000,2022-10-26
14340,7370402001998,登米ライスサービス株式会社,経営所得安定対策,2967192,2015-05-26
14339,7370402001998,登米ライスサービス株式会社,経営所得安定対策,1650000,2015-12-04
14338,7370402001998,登米ライスサービス株式会社,経営所得安定対策,260000,2015-12-07
14337,7370402001998,登米ライスサービス株式会社,経営所得安定対策,631272,2015-12-24
14336,7370402001998,登米ライスサービス株式会社,米の直接支払交付金,2300250,2017-12-05
14335,7370402001998,登米ライスサービス株式会社,水田活用の直接支払交付金,658440,2017-12-21
14332,7370402001998,登米ライスサービス株式会社,水田活用の直接支払交付金,931000,2018-12-11
14333,7370402001998,登米ライスサービス株式会社,水田活用の直接支払交付金,1490500,2018-12-06
14331,7370402001998,登米ライスサービス株式会社,水田活用直接支払交付金,215000,2019-12-17
14330,7370402001998,登米ライスサービス株式会社,水田活用直接支払交付金,209900,2021-12-15
14329,7370402001998,登米ライスサービス株式会社,水田活用直接支払交付金,142500,2022-12-14
14328,7370402001998,登米ライスサービス株式会社,水田活用直接支払交付金,132000,2023-12-13
14334,7370402001998,登米ライスサービス株式会社,水田活用の直接支払交付金,906000,2018-03-12
14354,7370402002071,有限会社蓮沼養豚ファーム,経営所得安定対策,258750,2015-12-04
14353,7370402002071,有限会社蓮沼養豚ファーム,経営所得安定対策,1367100,2015-12-07
14352,7370402002071,有限会社蓮沼養豚ファーム,経営所得安定対策,133920,2015-12-24
14351,7370402002071,有限会社蓮沼養豚ファーム,水田活用の直接支払交付金,7358595,2017-12-21
14350,7370402002071,有限会社蓮沼養豚ファーム,水田活用の直接支払交付金,56100,2018-03-23
14349,7370402002071,有限会社蓮沼養豚ファーム,水田活用の直接支払交付金,4637759,2018-12-06
14348,7370402002071,有限会社蓮沼養豚ファーム,水田活用の直接支払交付金,1345500,2018-12-11
14345,7370402002071,有限会社蓮沼養豚ファーム,水田活用直接支払交付金,393240,2022-03-16
14346,7370402002071,有限会社蓮沼養豚ファーム,水田活用直接支払交付金,8585163,2021-12-15
14344,7370402002071,有限会社蓮沼養豚ファーム,水田活用直接支払交付金,7969991,2022-12-14
14343,7370402002071,有限会社蓮沼養豚ファーム,水田活用直接支払交付金,176280,2023-03-15
14342,7370402002071,有限会社蓮沼養豚ファーム,水田活用直接支払交付金,7442365,2023-12-13
14341,7370402002071,有限会社蓮沼養豚ファーム,水田活用直接支払交付金,203400,2024-03-15
14355,7370402002071,有限会社蓮沼養豚ファーム,経営所得安定対策,233205,2015-06-25
14347,7370402002071,有限会社蓮沼養豚ファーム,水田活用直接支払交付金,7050045,2019-12-17
14356,7370402002303,有限会社高橋商店,働き方改革推進支援助成金,468000,2023-06-26
14357,7370405000477,医療法人社団小澤医院,令和２年度新型コロナウイルス感染症感染拡大防止・医療提供体制確保支援補助金,250000,2021-07-25
14358,7370405000485,医療法人二瓶内科胃腸科医院,令和３年度新型コロナウイルス感染症感染拡大防止継続支援補助金,80000,2021-12-28
14359,7370405000568,医療法人社団佐幸医院,令和３年度新型コロナウイルス感染症感染拡大防止継続支援補助金,80000,2021-12-28
14360,7370405000568,医療法人社団佐幸医院,令和２年度新型コロナウイルス感染症感染拡大防止・医療提供体制確保支援補助金,250000,2021-09-30
14377,7370405000576,農事組合法人オグリ生産組合,畑作物の直接支払交付金,1369885,2019-03-13
14378,7370405000576,農事組合法人オグリ生産組合,水田活用の直接支払交付金,2480500,2018-12-11
14380,7370405000576,農事組合法人オグリ生産組合,水田活用の直接支払交付金,8004500,2018-12-06
14381,7370405000576,農事組合法人オグリ生産組合,畑作物の直接支払交付金,5004000,2018-10-12
14382,7370405000576,農事組合法人オグリ生産組合,農業経営安定事業収入減少影響緩和対策交付金,454917,2018-06-14
14383,7370405000576,農事組合法人オグリ生産組合,畑作物の直接支払交付金,1905455,2018-03-23
14384,7370405000576,農事組合法人オグリ生産組合,水田活用の直接支払交付金,263005,2018-03-23
14385,7370405000576,農事組合法人オグリ生産組合,水田活用の直接支払交付金,9919635,2017-12-21
14386,7370405000576,農事組合法人オグリ生産組合,経営所得安定対策,5659190,2016-03-24
14387,7370405000576,農事組合法人オグリ生産組合,経営所得安定対策,1813261,2015-12-24
14388,7370405000576,農事組合法人オグリ生産組合,経営所得安定対策,7833000,2015-12-22
14389,7370405000576,農事組合法人オグリ生産組合,経営所得安定対策,4476000,2015-09-24
14376,7370405000576,農事組合法人オグリ生産組合,農業経営安定事業収入減少影響緩和対策交付金,439323,2019-06-18
14375,7370405000576,農事組合法人オグリ生産組合,畑作物の直接支払交付金,5048000,2019-10-16
14379,7370405000576,農事組合法人オグリ生産組合,畑作物の直接支払交付金,272090,2018-12-11
14373,7370405000576,農事組合法人オグリ生産組合,畑作物の直接支払交付金,228000,2019-12-17
14361,7370405000576,農事組合法人オグリ生産組合,水田活用直接支払交付金,39200,2024-03-15
14374,7370405000576,農事組合法人オグリ生産組合,水田活用直接支払交付金,11272800,2019-12-17
14363,7370405000576,農事組合法人オグリ生産組合,水田活用直接支払交付金,5304630,2023-12-13
14364,7370405000576,農事組合法人オグリ生産組合,畑作物産地形成促進事業,7236000,2023-12-13
14365,7370405000576,農事組合法人オグリ生産組合,畑作物の直接支払交付金,5718000,2023-10-25
14366,7370405000576,農事組合法人オグリ生産組合,水田活用直接支払交付金,531300,2023-03-15
14362,7370405000576,農事組合法人オグリ生産組合,畑作物の直接支払交付金,5513900,2024-03-15
14368,7370405000576,農事組合法人オグリ生産組合,畑作物の直接支払交付金,5620000,2022-10-26
14369,7370405000576,農事組合法人オグリ生産組合,畑作物の直接支払交付金,4716235,2022-03-16
14370,7370405000576,農事組合法人オグリ生産組合,水田活用直接支払交付金,5637808,2021-12-15
14371,7370405000576,農事組合法人オグリ生産組合,畑作物の直接支払交付金,4652000,2021-10-20
14372,7370405000576,農事組合法人オグリ生産組合,畑作物の直接支払交付金,2416090,2020-03-17
14367,7370405000576,農事組合法人オグリ生産組合,水田活用直接支払交付金,5285500,2022-12-14
14390,7370501000001,アサヤ株式会社,中小企業最低賃金引上げ支援対策費補助金,182000,2022-10-20
14391,7370501000001,アサヤ株式会社,中小企業最低賃金引上げ支援対策費補助金,202000,2022-10-20
14395,7370501000050,大谷鉱山株式会社,平成２９年度休廃止鉱山鉱害防止等工事費補助金【興北鉱山（坑廃水処理）】,12911000,2017-10-11
14394,7370501000050,大谷鉱山株式会社,令和元年度休廃止鉱山鉱害防止等工事費補助金【興北鉱山（坑廃水処理）】,9596000,2019-07-16
14392,7370501000050,大谷鉱山株式会社,令和３年度休廃止鉱山鉱害防止等工事費補助金【興北鉱山（坑廃水処理）】,10835000,2021-07-05
14393,7370501000050,大谷鉱山株式会社,令和元年度休廃止鉱山鉱害防止施設等災害対策補助金【興北鉱山】,7365000,2020-06-25
14396,7370501000100,株式会社金原,平成２９年度小規模事業者支援パッケージ事業費補助金,0,2018-07-19
14397,7370501000364,株式会社南郷調剤薬局,令和２年度新型コロナウイルス感染症感染拡大防止・医療提供体制確保支援補助金,200000,2021-10-15
14398,7370501000546,株式会社及善商店,平成３０年度小規模事業者持続的発展支援事業費補助金,0,2019-07-31
14399,7370502000636,有限会社たかはし,中小企業最低賃金引上げ支援対策費補助金（業務改善助成金）,412000,2023-06-28
14400,7370502000900,有限会社ミートよねくら,平成３０年度小規模事業者持続的発展支援事業費補助金,0,2019-07-31
14401,7370502001130,有限会社村伝,働き方改革推進支援助成金,1000000,2020-11-16
14403,7370505000022,気仙沼信用金庫,創業支援事業者補助金,2230000,2017-06-30
14402,7370505000022,気仙沼信用金庫,復興特区利子補給金,10401,2020-03-09
14404,7370505000030,学校法人あしのめ学園,私立学校施設整備費補助金（私立幼稚園施設整備費補助金）,106000,2022-01-17
14405,7370505000030,学校法人あしのめ学園,私立学校施設整備費補助金（私立幼稚園施設整備費）,762000,2021-03-16
14406,7370601000017,株式会社アジアマリンプロダクツ,働き方改革推進支援助成金（テレワーク特例コース第２次）,592000,2020-10-15
14407,7370601000917,株式会社祐文堂,職場意識改善助成金,324000,2017-12-27
14425,7370601002376,宮沢農産株式会社,米の直接支払交付金,1752750,2017-11-27
14429,7370601002376,宮沢農産株式会社,経営所得安定対策,3524156,2015-05-22
14428,7370601002376,宮沢農産株式会社,経営所得安定対策,1606500,2015-12-08
14427,7370601002376,宮沢農産株式会社,経営所得安定対策,16154844,2015-12-24
14426,7370601002376,宮沢農産株式会社,経営所得安定対策,43580,2016-03-23
